id gender height weight age
6451 M 177 71 25
6452 F 172 45 30
6453 M 175 68 26
6454 M 185 84 43
6455 F 168 48 24
6456 M 169 76 35
6457 M 173 74 29
6458 M 184 70 45
6459 M 184 61 41
6460 F 173 48 35
6461 M 185 78 30
6462 M 172 85 46
6463 M 176 89 39
6464 M 179 89 42
6465 M 167 69 31
6466 F 155 49 37
6467 M 169 71 45
6468 F 174 47 26
6469 M 186 76 36
6470 M 187 73 47
6471 M 179 83 30
6472 F 170 49 33
6473 M 188 78 41
6474 M 167 76 44
6475 M 182 72 45
6476 F 161 45 29
6477 F 160 47 35
6478 M 173 63 49
6479 F 157 49 26
6480 M 166 67 46
6481 M 176 60 49
6482 M 189 81 46
6483 M 183 80 40
6484 M 167 87 36
6485 F 171 45 31
6486 F 174 47 31
6487 M 183 73 47
6488 M 183 81 44
6489 M 168 85 34
6490 M 160 65 39
6491 F 172 46 30
6492 F 173 46 21
6493 M 165 79 40
6494 M 163 85 33
6495 F 161 47 38
6496 M 161 82 45
6497 M 178 86 37
6498 M 178 60 49
6499 M 167 87 28
6500 M 166 80 25
6501 M 160 79 45
6502 M 165 87 46
6503 M 179 71 35
6504 M 170 71 31
6505 M 168 60 26
6506 F 172 46 34
6507 F 162 45 28
6508 M 170 68 41
6509 F 170 47 27
6510 F 169 45 33
6511 M 163 75 35
6512 M 172 65 29
6513 M 162 76 40
6514 M 161 74 39
6515 M 187 82 38
6516 M 179 89 34
6517 M 162 65 27
6518 M 177 64 38
6519 M 164 64 47
6520 M 161 88 40
6521 M 166 87 44
6522 M 177 60 44
6523 M 163 81 32
6524 M 179 75 37
6525 M 168 76 44
6526 M 167 61 32
6527 M 179 78 42
6528 F 172 45 38
6529 M 182 62 44
6530 M 183 60 44
6531 F 168 46 38
6532 M 187 67 40
6533 M 183 60 28
6534 M 167 60 42
6535 F 163 47 38
6536 F 155 48 33
6537 M 160 73 28
6538 F 167 45 23
6539 F 155 48 28
6540 F 169 45 27
6541 M 174 81 43
6542 M 180 84 38
6543 M 186 83 27
6544 M 169 61 34
6545 M 171 70 41
6546 M 181 72 47
6547 F 162 46 34
6548 M 169 61 33
6549 M 183 69 39
6550 F 171 46 35
6551 M 185 89 39
6552 F 160 49 24
6553 M 165 85 39
6554 M 178 61 37
6555 M 184 70 46
6556 M 174 61 34
6557 M 177 64 32
6558 F 165 47 32
6559 M 168 78 37
6560 F 174 46 30
6561 F 171 49 37
6562 M 167 78 49
6563 M 186 62 27
6564 M 182 60 47
6565 M 169 81 48
6566 M 167 80 47
6567 M 171 75 44
6568 M 162 82 42
6569 M 161 63 36
6570 M 167 63 35
6571 M 181 81 39
6572 F 160 45 33
6573 M 180 80 42
6574 F 160 46 37
6575 M 160 78 36
6576 M 160 83 28
6577 F 159 48 25
6578 M 169 80 36
6579 F 173 47 20
6580 M 160 78 38
6581 F 163 46 28
6582 M 162 69 36
6583 M 182 83 25
6584 M 160 66 38
6585 M 167 83 27
6586 M 160 76 28
6587 M 186 71 25
6588 M 187 85 32
6589 M 177 75 42
6590 M 164 66 32
6591 M 186 68 26
6592 M 182 89 41
6593 M 176 75 31
6594 F 156 46 21
6595 M 180 81 28
6596 M 171 84 48
6597 M 183 81 31
6598 M 164 79 28
6599 M 188 78 41
6600 M 167 63 30
6601 M 174 70 43
6602 F 160 49 26
6603 M 186 64 31
6604 M 171 73 46
6605 M 170 88 25
6606 F 163 45 28
6607 M 175 84 38
6608 M 180 71 48
6609 M 185 79 32
6610 M 188 80 41
6611 F 167 47 25
6612 M 161 76 25
6613 M 183 74 26
6614 M 179 69 41
6615 M 189 83 25
6616 M 172 69 31
6617 M 182 82 44
6618 M 187 61 26
6619 F 163 49 33
6620 M 176 82 37
6621 M 185 81 49
6622 M 178 80 35
6623 M 168 64 46
6624 M 177 89 37
6625 M 174 75 35
6626 M 166 88 41
6627 F 171 45 34
6628 M 187 75 34
6629 F 165 49 37
6630 M 164 65 48
6631 F 163 49 29
6632 M 171 78 32
6633 F 170 48 35
6634 M 189 80 45
6635 F 174 47 31
6636 M 178 65 36
6637 M 161 62 26
6638 M 175 61 38
6639 M 188 71 42
6640 M 184 66 34
6641 M 176 62 43
6642 M 174 61 39
6643 F 160 45 24
6644 M 186 85 36
6645 M 164 89 35
6646 M 176 60 42
6647 M 177 71 25
6648 F 169 47 34
6649 M 174 88 45
6650 M 160 88 34
6651 M 174 62 38
6652 M 167 65 45
6653 F 164 47 30
6654 M 170 87 34
6655 M 175 64 29
6656 M 169 63 46
6657 M 183 67 45
6658 M 172 86 32
6659 M 162 82 33
6660 M 160 78 48
6661 F 171 49 29
6662 M 181 76 44
6663 M 182 64 36
6664 F 170 45 22
6665 M 162 84 34
6666 F 167 47 29
6667 M 167 78 43
6668 F 163 45 24
6669 F 164 47 24
6670 M 186 76 42
6671 M 166 60 32
6672 M 184 79 37
6673 F 164 47 36
6674 M 181 81 35
6675 M 168 89 41
6676 M 162 82 28
6677 F 172 46 26
6678 M 167 82 38
6679 F 167 49 35
6680 M 173 84 25
6681 M 163 79 43
6682 F 159 46 20
6683 M 167 85 49
6684 F 165 47 30
6685 M 185 81 38
6686 M 182 85 44
6687 M 176 63 38
6688 M 175 88 30
6689 M 170 79 31
6690 F 165 48 36
6691 M 185 85 49
6692 M 176 71 41
6693 M 183 89 27
6694 M 183 70 42
6695 F 166 45 22
6696 F 158 45 27
6697 F 172 45 31
6698 M 182 74 47
6699 M 168 80 46
6700 F 166 48 27
6701 M 180 66 44
6702 M 188 81 49
6703 F 161 47 35
6704 F 160 49 27
6705 M 170 69 32
6706 M 163 71 46
6707 M 167 83 45
6708 M 179 84 44
6709 M 176 74 25
6710 M 169 82 35
6711 M 174 66 47
6712 F 164 48 30
6713 M 174 66 34
6714 M 181 75 41
6715 M 161 75 30
6716 M 169 63 37
6717 M 178 73 43
6718 M 181 68 39
6719 M 178 83 36
6720 M 186 89 32
6721 M 163 86 29
6722 F 164 47 24
6723 M 185 63 43
6724 M 163 74 45
6725 M 166 67 36
6726 F 173 45 37
6727 M 182 83 47
6728 M 183 67 39
6729 M 181 61 27
6730 F 157 48 27
6731 M 177 60 28
6732 M 164 88 31
6733 M 179 61 33
6734 M 189 70 26
6735 F 172 47 20
6736 M 160 76 49
6737 M 173 81 41
6738 M 189 62 44
6739 F 160 46 39
6740 F 167 47 27
6741 M 171 84 30
6742 M 184 66 28
6743 F 165 48 29
6744 F 158 46 25
6745 M 176 69 37
6746 M 166 67 41
6747 M 177 66 46
6748 M 182 67 35
6749 F 161 45 35
6750 F 172 46 29
6751 F 174 46 23
6752 M 187 66 32
6753 M 186 60 49
6754 M 176 85 31
6755 M 172 64 25
6756 M 162 86 35
6757 M 172 68 38
6758 F 162 46 35
6759 M 166 67 26
6760 M 166 82 40
6761 M 177 82 32
6762 M 179 66 25
6763 M 173 70 44
6764 M 161 89 31
6765 M 179 71 44
6766 M 185 73 36
6767 M 172 87 37
6768 M 178 62 33
6769 M 172 76 46
6770 M 160 83 29
6771 F 173 45 31
6772 M 183 77 48
6773 M 173 64 45
6774 M 178 69 44
6775 M 160 80 38
6776 F 170 45 32
6777 F 167 46 20
6778 F 155 47 39
6779 M 173 83 27
6780 F 161 49 20
6781 M 188 77 42
6782 M 171 75 28
6783 M 164 68 40
6784 F 167 48 39
6785 F 167 49 35
6786 F 164 48 37
6787 F 155 49 33
6788 M 173 60 38
6789 F 165 48 21
6790 M 186 61 47
6791 F 159 45 22
6792 M 163 76 25
6793 F 162 45 32
6794 M 187 67 26
6795 M 168 80 43
6796 M 180 78 28
6797 M 186 87 44
6798 M 178 88 44
6799 M 170 68 34
6800 M 166 76 46
6801 M 187 60 42
6802 F 158 46 32
6803 M 164 63 48
6804 F 158 46 25
6805 M 171 81 26
6806 F 165 49 34
6807 M 173 88 27
6808 M 171 76 43
6809 F 164 49 37
6810 F 157 45 24
6811 M 167 60 29
6812 F 168 48 28
6813 M 173 85 43
6814 M 165 69 29
6815 M 169 89 37
6816 M 176 69 49
6817 M 187 66 40
6818 F 172 46 22
6819 F 174 45 20
6820 M 169 88 36
6821 F 157 46 29
6822 F 167 47 39
6823 F 158 47 21
6824 M 184 66 28
6825 M 171 60 41
6826 M 162 72 49
6827 M 171 70 28
6828 F 166 48 36
6829 M 171 85 28
6830 F 168 48 24
6831 M 180 75 25
6832 M 176 88 47
6833 M 176 62 36
6834 M 162 89 41
6835 F 164 47 38
6836 M 175 89 48
6837 M 188 74 38
6838 M 178 82 46
6839 M 179 65 27
6840 M 181 81 35
6841 M 170 81 34
6842 F 173 45 39
6843 M 171 76 45
6844 M 177 83 26
6845 F 170 48 26
6846 M 187 82 27
6847 F 174 46 38
6848 M 164 75 42
6849 F 172 45 35
6850 M 183 70 37
6851 M 165 82 26
6852 M 169 72 29
6853 M 160 65 41
6854 F 166 45 24
6855 M 160 63 46
6856 M 180 83 31
6857 M 164 70 41
6858 F 170 45 23
6859 M 161 89 49
6860 M 180 89 49
6861 M 188 80 46
6862 M 163 62 30
6863 F 168 47 24
6864 F 166 47 24
6865 F 156 45 24
6866 F 159 49 23
6867 F 166 47 21
6868 F 164 49 23
6869 F 171 49 33
6870 M 188 67 48
6871 M 171 86 48
6872 M 179 66 26
6873 F 160 47 21
6874 F 169 48 22
6875 M 180 89 37
6876 M 167 66 47
6877 M 177 79 48
6878 M 175 87 37
6879 M 166 86 33
6880 F 159 46 25
6881 F 174 49 24
6882 F 174 47 26
6883 F 155 48 35
6884 M 168 69 38
6885 F 162 45 22
6886 F 160 47 32
6887 M 176 64 26
6888 F 173 49 34
6889 M 185 82 44
6890 M 170 76 29
6891 M 172 85 46
6892 M 169 68 47
6893 M 172 82 37
6894 M 186 79 28
6895 M 186 62 29
6896 M 166 86 35
6897 F 173 48 24
6898 M 166 89 49
6899 M 178 87 26
6900 M 179 60 32
6901 M 165 67 46
6902 M 188 76 26
6903 M 185 65 37
6904 M 182 84 38
6905 M 184 60 26
6906 M 182 86 28
6907 M 160 65 33
6908 F 174 45 24
6909 M 163 61 30
6910 F 174 47 33
6911 M 169 81 26
6912 M 171 72 43
6913 M 184 85 27
6914 F 159 48 29
6915 F 157 49 27
6916 F 166 48 34
6917 M 164 76 27
6918 M 181 66 34
6919 M 176 70 32
6920 M 161 70 30
6921 M 162 65 38
6922 F 160 47 36
6923 M 162 63 46
6924 M 185 60 32
6925 F 167 47 27
6926 M 188 87 27
6927 M 182 83 48
6928 M 188 77 26
6929 M 160 73 32
6930 M 176 83 29
6931 M 184 74 34
6932 M 170 80 29
6933 M 170 73 46
6934 M 172 64 31
6935 M 180 75 26
6936 F 163 47 33
6937 M 188 82 47
6938 F 158 45 31
6939 M 178 87 47
6940 F 164 48 21
6941 M 179 83 31
6942 M 186 88 28
6943 M 177 70 42
6944 M 187 83 42
6945 M 164 76 34
6946 M 169 66 36
6947 M 179 63 45
6948 M 170 87 48
6949 F 172 49 37
6950 M 177 66 26
6951 M 185 62 32
6952 M 160 80 37
6953 M 183 81 38
6954 M 184 76 49
6955 F 158 48 21
6956 F 169 45 23
6957 F 157 49 20
6958 F 170 47 35
6959 M 186 67 30
6960 M 178 87 47
6961 F 158 46 30
6962 M 169 83 29
6963 F 171 48 32
6964 M 166 62 40
6965 M 160 77 28
6966 M 173 61 41
6967 F 172 48 22
6968 M 162 68 45
6969 F 169 49 30
6970 M 187 77 25
6971 M 188 83 41
6972 M 185 63 36
6973 M 188 73 32
6974 M 167 69 27
6975 M 177 72 31
6976 M 174 70 45
6977 F 170 46 29
6978 F 155 46 37
6979 F 165 46 27
6980 M 160 81 46
6981 M 186 84 40
6982 F 170 46 38
6983 M 172 86 42
6984 M 162 72 35
6985 F 157 45 26
6986 M 168 86 30
6987 M 167 75 40
6988 F 159 49 29
6989 M 161 70 44
6990 M 181 79 29
6991 F 160 49 28
6992 M 176 88 38
6993 M 175 65 48
6994 F 169 45 20
6995 F 165 47 20
6996 F 166 47 26
6997 F 156 47 21
6998 M 184 78 46
6999 F 160 49 34
7000 M 163 85 47
7001 M 160 70 26
7002 M 172 69 48
7003 F 162 49 34
7004 F 162 48 26
7005 M 189 87 42
7006 M 168 61 26
7007 F 161 48 34
7008 M 174 62 34
7009 M 169 77 25
7010 M 164 87 38
7011 M 177 89 43
7012 M 175 67 34
7013 M 165 74 30
7014 M 187 84 26
7015 M 173 66 35
7016 F 162 48 39
7017 M 172 71 32
7018 M 168 62 42
7019 F 155 45 22
7020 F 162 45 29
7021 M 171 88 46
7022 M 178 82 48
7023 F 164 46 28
7024 F 170 46 20
7025 M 179 65 46
7026 M 189 88 48
7027 F 170 49 34
7028 F 164 48 28
7029 M 181 71 41
7030 M 169 87 29
7031 F 166 47 39
7032 M 180 69 40
7033 M 180 75 25
7034 F 166 48 23
7035 M 163 78 41
7036 F 170 49 35
7037 M 171 63 30
7038 F 162 45 24
7039 F 164 49 21
7040 M 187 71 26
7041 M 161 72 45
7042 F 165 49 24
7043 M 169 88 44
7044 F 172 46 33
7045 F 173 45 35
7046 F 161 46 23
7047 M 183 69 44
7048 M 160 62 33
7049 M 172 82 49
7050 M 161 88 32
7051 M 174 87 48
7052 M 165 62 27
7053 M 172 85 37
7054 M 165 62 37
7055 M 185 68 48
7056 M 176 71 47
7057 M 183 69 34
7058 M 177 84 26
7059 M 161 71 47
7060 M 170 60 32
7061 F 168 45 22
7062 M 184 66 25
7063 M 162 66 37
7064 M 186 60 29
7065 F 166 45 22
7066 M 183 77 38
7067 F 174 49 23
7068 M 175 79 35
7069 M 174 61 26
7070 M 172 75 26
7071 M 171 83 26
7072 M 180 79 38
7073 M 162 72 32
7074 M 170 60 35
7075 M 178 69 47
7076 M 164 61 36
7077 F 172 48 20
7078 M 180 86 46
7079 F 159 46 37
7080 F 159 48 28
7081 M 174 81 38
7082 M 175 89 42
7083 F 161 49 31
7084 M 171 83 43
7085 M 180 62 46
7086 M 171 65 34
7087 M 181 78 49
7088 M 188 89 38
7089 M 183 80 45
7090 M 177 72 26
7091 M 169 64 48
7092 F 171 46 27
7093 M 186 64 34
7094 M 169 71 38
7095 M 167 86 42
7096 F 164 46 34
7097 F 160 47 26
7098 M 171 69 37
7099 M 181 85 30
7100 M 168 60 41
7101 F 169 48 37
7102 M 165 60 37
7103 F 174 49 32
7104 M 167 72 29
7105 M 188 84 35
7106 M 173 80 49
7107 M 173 69 28
7108 M 189 80 44
7109 M 175 81 28
7110 M 163 85 32
7111 M 173 77 31
7112 M 188 66 45
7113 M 188 82 28
7114 M 163 71 36
7115 M 165 62 40
7116 F 172 45 31
7117 F 162 47 36
7118 F 167 45 34
7119 M 164 70 45
7120 M 186 66 34
7121 F 160 45 24
7122 M 165 75 43
7123 M 175 81 38
7124 M 172 76 28
7125 F 165 45 22
7126 M 178 70 28
7127 M 169 83 40
7128 M 172 81 37
7129 M 178 73 33
7130 M 182 65 48
7131 M 171 81 36
7132 M 180 81 48
7133 M 175 66 43
7134 M 173 71 38
7135 F 161 49 28
7136 F 170 49 32
7137 F 170 49 31
7138 F 163 49 31
7139 F 161 48 38
7140 F 161 45 27
7141 M 161 73 31
7142 M 166 74 38
7143 F 161 46 24
7144 M 169 67 30
7145 M 177 71 40
7146 F 155 47 30
7147 F 174 48 38
7148 M 163 74 45
7149 F 166 47 27
7150 M 162 70 48
7151 M 174 62 27
7152 M 189 87 30
7153 M 183 65 46
7154 M 176 85 38
7155 M 162 81 39
7156 M 174 87 26
7157 F 169 45 28
7158 M 178 85 35
7159 M 179 81 43
7160 M 162 89 31
7161 M 183 64 28
7162 M 170 60 25
7163 M 175 71 43
7164 M 187 72 44
7165 F 158 49 27
7166 M 174 76 47
7167 F 166 47 26
7168 F 174 49 32
7169 M 172 64 25
7170 M 187 70 43
7171 M 174 77 49
7172 M 185 65 48
7173 M 167 65 39
7174 M 161 81 34
7175 M 170 64 49
7176 F 164 48 25
7177 M 173 83 41
7178 M 182 63 39
7179 F 160 48 36
7180 M 161 79 35
7181 F 168 46 37
7182 F 166 48 28
7183 M 178 74 28
7184 F 161 47 34
7185 M 185 67 46
7186 M 167 65 42
7187 M 169 77 29
7188 F 160 48 24
7189 M 189 62 31
7190 F 162 45 21
7191 F 165 47 33
7192 F 173 45 31
7193 M 169 81 40
7194 M 177 66 32
7195 F 171 48 30
7196 M 167 73 42
7197 M 188 68 35
7198 M 175 87 44
7199 F 170 45 34
7200 M 166 76 47
7201 M 170 82 31
7202 F 174 48 37
7203 M 182 86 46
7204 F 155 45 29
7205 F 156 45 24
7206 F 167 47 38
7207 M 184 65 34
7208 F 170 45 29
7209 M 174 69 31
7210 M 174 76 48
7211 M 162 71 38
7212 F 170 47 29
7213 M 188 65 49
7214 F 161 46 24
7215 F 160 48 29
7216 M 187 67 34
7217 F 161 45 30
7218 M 171 73 26
7219 M 168 73 25
7220 M 170 68 49
7221 F 162 46 35
7222 F 164 49 39
7223 M 165 76 35
7224 M 167 79 31
7225 M 170 60 40
7226 M 186 77 35
7227 F 165 47 20
7228 F 173 47 36
7229 F 168 45 39
7230 M 178 70 34
7231 M 184 88 41
7232 M 179 73 31
7233 M 165 79 34
7234 M 179 88 49
7235 M 182 63 45
7236 M 177 65 41
7237 M 181 79 40
7238 M 178 67 42
7239 M 185 74 25
7240 F 171 46 31
7241 M 164 87 29
7242 M 171 63 29
7243 M 182 71 43
7244 M 170 75 43
7245 M 182 85 41
7246 M 173 86 25
7247 M 186 81 29
7248 M 173 67 43
7249 M 184 83 48
7250 M 176 81 28
7251 F 167 46 23
7252 M 164 75 26
7253 M 186 64 26
7254 F 162 48 26
7255 M 176 71 45
7256 F 172 48 35
7257 F 173 46 31
7258 M 164 82 36
7259 M 168 73 26
7260 M 161 84 31
7261 F 157 49 33
7262 M 169 87 33
7263 F 174 45 23
7264 M 178 83 28
7265 M 183 62 45
7266 M 188 76 46
7267 M 167 70 44
7268 M 187 72 37
7269 M 163 80 25
7270 M 171 64 48
7271 M 188 72 37
7272 F 172 47 34
7273 M 173 73 35
7274 M 160 61 48
7275 M 176 66 47
7276 F 169 47 34
7277 M 165 81 27
7278 M 170 64 37
7279 M 188 70 25
7280 F 172 49 31
7281 M 165 77 40
7282 F 165 47 25
7283 M 168 65 45
7284 F 172 46 34
7285 M 183 80 48
7286 F 156 45 30
7287 M 188 80 28
7288 F 170 49 20
7289 M 164 84 41
7290 F 163 47 22
7291 M 185 72 27
7292 M 178 64 43
7293 M 160 64 39
7294 M 181 88 28
7295 M 182 76 44
7296 F 163 47 28
7297 M 170 64 34
7298 M 164 62 32
7299 F 155 46 28
7300 F 164 49 36
7301 M 175 61 36
7302 F 166 45 20
7303 M 184 84 33
7304 M 181 83 30
7305 M 175 71 38
7306 M 171 71 28
7307 M 172 73 42
7308 F 159 46 33
7309 M 181 63 46
7310 M 176 61 46
7311 M 186 70 49
7312 M 165 60 35
7313 M 184 70 31
7314 F 156 45 39
7315 M 160 71 30
7316 F 158 47 21
7317 M 173 72 36
7318 M 173 80 25
7319 M 173 79 26
7320 F 161 47 33
7321 F 167 48 36
7322 M 163 64 37
7323 M 187 71 26
7324 F 174 48 34
7325 M 166 74 39
7326 M 176 67 38
7327 F 159 45 35
7328 M 172 67 42
7329 M 181 69 44
7330 M 175 89 43
7331 F 170 49 31
7332 M 163 77 35
7333 M 186 87 37
7334 M 179 64 39
7335 M 160 74 25
7336 M 166 65 28
7337 F 165 45 21
7338 M 172 78 49
7339 M 186 67 36
7340 M 189 73 43
7341 F 157 49 28
7342 M 161 75 30
7343 F 164 47 35
7344 F 173 49 35
7345 M 171 68 48
7346 F 171 47 26
7347 M 168 61 41
7348 M 180 60 49
7349 F 167 49 26
7350 F 157 45 22
7351 F 167 49 20
7352 F 166 46 34
7353 M 161 87 31
7354 M 177 78 44
7355 M 173 88 25
7356 F 157 45 33
7357 M 172 88 36
7358 M 188 70 36
7359 M 165 74 46
7360 M 189 60 27
7361 M 171 87 49
7362 M 173 63 35
7363 F 155 47 23
7364 M 188 70 42
7365 M 173 83 36
7366 M 183 76 43
7367 F 158 46 30
7368 M 161 74 37
7369 M 162 64 36
7370 M 173 85 42
7371 M 180 76 25
7372 M 168 86 42
7373 M 180 89 49
7374 M 161 75 42
7375 M 182 74 33
7376 M 167 84 38
7377 F 159 49 22
7378 M 171 81 42
7379 F 171 47 35
7380 F 169 48 32
7381 M 169 66 26
7382 M 175 87 34
7383 M 165 74 31
7384 M 185 66 31
7385 M 171 85 30
7386 F 160 46 24
7387 M 172 85 41
7388 M 189 87 40
7389 F 166 48 34
7390 F 166 48 32
7391 M 166 71 25
7392 M 160 69 48
7393 M 178 60 31
7394 M 181 65 42
7395 M 166 75 47
7396 M 189 67 34
7397 F 167 48 26
7398 F 168 45 24
7399 M 188 75 26
7400 M 171 63 47
7401 M 171 77 25
7402 F 174 45 30
7403 F 157 48 25
7404 M 163 79 36
7405 M 162 77 25
7406 M 166 60 34
7407 M 170 65 44
7408 M 165 89 40
7409 M 179 87 47
7410 M 174 72 25
7411 M 162 89 42
7412 F 158 45 20
7413 M 186 75 31
7414 F 158 46 35
7415 M 179 76 44
7416 F 156 45 34
7417 M 184 88 31
7418 F 163 45 27
7419 F 163 48 38
7420 M 163 80 45
7421 M 177 63 26
7422 F 174 45 20
7423 M 182 69 39
7424 M 181 86 49
7425 M 170 75 44
7426 M 175 75 31
7427 F 159 48 20
7428 M 184 77 42
7429 M 171 83 39
7430 M 183 75 49
7431 M 186 60 34
7432 M 183 65 26
7433 M 169 87 41
7434 M 178 61 34
7435 M 174 67 26
7436 M 161 88 49
7437 F 164 45 28
7438 F 174 46 20
7439 M 163 60 31
7440 F 174 49 35
7441 F 163 49 36
7442 F 159 47 28
7443 M 161 62 32
7444 M 165 69 31
7445 M 161 77 46
7446 M 162 60 41
7447 M 175 72 26
7448 M 176 63 49
7449 M 165 72 33
7450 M 178 88 41
7451 M 161 85 44
7452 M 162 79 45
7453 M 182 70 44
7454 F 160 47 37
7455 M 178 82 38
7456 F 168 46 29
7457 M 172 84 31
7458 F 160 45 35
7459 M 184 72 29
7460 M 170 74 38
7461 F 158 47 30
7462 M 174 82 47
7463 M 164 61 27
7464 M 162 64 40
7465 M 186 88 48
7466 F 159 48 34
7467 M 166 85 31
7468 M 186 62 34
7469 M 171 85 31
7470 F 157 46 23
7471 M 189 85 36
7472 M 176 77 30
7473 F 174 47 37
7474 F 157 48 21
7475 M 182 83 43
7476 M 180 69 25
7477 M 168 88 37
7478 M 169 87 38
7479 M 174 87 26
7480 F 159 46 29
7481 M 184 87 39
7482 F 155 48 23
7483 M 161 79 39
7484 M 168 80 25
7485 F 155 46 33
7486 F 171 46 24
7487 M 180 60 48
7488 M 182 85 44
7489 M 162 69 43
7490 M 176 70 45
7491 M 168 74 44
7492 M 174 78 42
7493 M 189 70 28
7494 M 187 71 43
7495 F 171 45 35
7496 F 160 45 26
7497 M 171 62 25
7498 M 184 63 41
7499 M 184 60 27
7500 M 187 82 35
7501 F 155 49 39
7502 M 165 85 37
7503 F 172 45 27
7504 F 164 47 26
7505 M 178 71 43
7506 M 169 77 26
7507 M 183 72 46
7508 M 163 61 38
7509 F 161 48 35
7510 M 179 76 25
7511 M 169 75 42
7512 M 183 71 41
7513 M 170 79 39
7514 M 179 80 44
7515 M 168 82 39
7516 M 161 72 49
7517 F 158 49 31
7518 F 163 45 32
7519 F 169 49 38
7520 M 186 65 43
7521 M 170 81 48
7522 F 168 45 35
7523 F 161 46 23
7524 M 170 65 29
7525 M 162 73 44
7526 M 187 80 39
7527 M 181 85 34
7528 M 163 82 29
7529 M 168 77 29
7530 M 161 66 42
7531 M 160 73 43
7532 F 166 46 28
7533 M 161 77 30
7534 M 187 89 38
7535 F 160 48 27
7536 F 167 48 35
7537 M 161 84 27
7538 M 180 65 26
7539 F 174 47 35
7540 M 168 60 28
7541 M 188 85 46
7542 M 180 78 26
7543 F 162 46 30
7544 M 177 69 39
7545 F 161 48 34
7546 F 158 47 26
7547 M 182 81 29
7548 M 177 65 28
7549 F 170 49 36
7550 M 183 73 36
7551 M 177 62 37
7552 F 172 45 31
7553 M 185 88 49
7554 M 177 77 45
7555 F 164 48 28
7556 M 186 72 38
7557 M 166 82 36
7558 M 184 66 45
7559 M 175 87 39
7560 F 159 47 20
7561 F 162 47 27
7562 M 168 74 28
7563 F 163 47 32
7564 M 182 80 45
7565 M 163 89 41
7566 M 186 89 43
7567 F 156 48 26
7568 F 159 45 27
7569 F 165 47 38
7570 M 167 79 30
7571 F 174 46 32
7572 M 189 89 26
7573 F 166 45 29
7574 M 179 69 48
7575 M 165 89 27
7576 M 185 70 36
7577 M 174 85 45
7578 M 173 67 43
7579 M 163 83 38
7580 M 181 73 31
7581 M 163 70 43
7582 M 173 69 31
7583 M 164 71 44
7584 M 171 79 31
7585 M 184 74 35
7586 M 185 60 36
7587 M 183 88 32
7588 F 167 48 23
7589 M 183 86 48
7590 M 167 77 39
7591 M 179 64 46
7592 M 163 65 48
7593 F 162 46 26
7594 M 161 85 36
7595 M 174 64 32
7596 M 189 67 49
7597 M 183 80 27
7598 M 165 73 34
7599 F 173 47 26
7600 M 182 84 47
7601 M 187 62 41
7602 M 166 60 38
7603 M 175 76 49
7604 M 165 65 28
7605 F 155 47 23
7606 M 179 83 33
7607 M 176 80 44
7608 M 181 75 34
7609 M 188 65 39
7610 F 155 49 37
7611 F 167 48 34
7612 M 175 65 26
7613 M 160 66 47
7614 M 184 84 37
7615 F 171 48 38
7616 M 161 84 31
7617 M 169 68 30
7618 M 181 80 49
7619 M 173 88 49
7620 F 159 47 35
7621 F 169 48 35
7622 M 181 67 36
7623 M 175 74 35
7624 M 177 62 27
7625 M 187 82 48
7626 F 156 46 29
7627 M 168 61 42
7628 F 164 47 25
7629 F 174 49 20
7630 M 164 81 28
7631 M 168 78 43
7632 M 165 77 38
7633 M 166 82 47
7634 M 162 88 39
7635 M 174 60 37
7636 M 174 68 40
7637 M 163 71 46
7638 F 158 45 34
7639 F 166 45 34
7640 M 186 81 38
7641 M 180 86 26
7642 M 176 62 39
7643 M 166 63 30
7644 F 168 45 26
7645 F 156 45 29
7646 F 162 47 33
7647 M 180 81 41
7648 M 179 73 39
7649 M 182 74 40
7650 F 163 49 35
7651 M 163 63 41
7652 F 162 45 29
7653 M 168 71 27
7654 F 159 45 37
7655 F 155 49 28
7656 M 176 81 45
7657 F 170 46 35
7658 M 177 61 35
7659 M 188 67 28
7660 M 184 88 44
7661 M 173 72 49
7662 M 181 61 34
7663 M 162 89 25
7664 M 186 77 32
7665 M 174 80 44
7666 M 177 86 31
7667 F 159 46 37
7668 M 178 78 45
7669 F 164 49 25
7670 M 179 78 32
7671 M 163 62 38
7672 F 158 48 38
7673 M 169 82 41
7674 F 163 46 36
7675 M 189 60 49
7676 M 183 76 38
7677 F 173 48 32
7678 F 167 49 28
7679 F 173 45 37
7680 F 169 49 31
7681 M 176 84 42
7682 M 171 89 49
7683 F 173 48 21
7684 M 167 88 42
7685 M 171 62 42
7686 M 164 70 41
7687 M 179 77 26
7688 M 171 81 46
7689 F 166 45 38
7690 F 174 45 37
7691 M 175 88 27
7692 M 160 71 37
7693 F 169 49 26
7694 M 176 77 44
7695 M 171 69 29
7696 M 177 73 45
7697 F 172 49 33
7698 M 175 63 36
7699 M 179 71 42
7700 M 181 60 26
7701 F 171 49 20
7702 M 165 75 47
7703 M 163 87 40
7704 F 170 48 27
7705 M 184 81 42
7706 F 160 48 27
7707 F 155 48 36
7708 F 166 45 26
7709 F 158 47 23
7710 M 163 64 32
7711 M 162 69 36
7712 F 166 49 22
7713 M 174 87 35
7714 M 168 61 42
7715 F 157 49 24
7716 M 164 65 48
7717 M 164 84 43
7718 M 182 83 36
7719 M 187 82 43
7720 F 158 47 35
7721 M 169 66 45
7722 M 174 82 27
